Name,Simbad_Identifier,RA_hms,DEC_dms,RA_deg,DEC_deg,Teff,logg,logL,[Fe/H],ul[N/Fe],[N/Fe],[C/Fe],[C/Fe]c,[C/Fe]f,ul[Sr/Fe],[Sr/Fe],ul[Ba/Fe],[Ba/Fe],I/O,Reference,Ref,epsc_c,MP_key,Ncap_key,C_key,epsc,epsc_f,[C/H],[C/H]f,[Sr/H],ul[Sr/H],[Ba/H],ul[Ba/H],[Sr/Ba],ul[Sr/Ba]
HE 2157-3404,HE 2157-3404,22:00:17.7010,-33:50:03.808,330.0738,-33.83,4990,1.3,2.79,-2.89,,0.66,-0.54,0.62,0.08,,-0.48,,-1.39,1,Placco+2014a,PLA14a,0.62,VMP,,,5.0,5.62,-3.43,-2.81,-3.37,,-4.28,,0.9099999999999999,
HE 2200-1946,UCAC4 353-193066,22:03:02.30,-19:32:19.0,330.7596,-19.54,5000,2.5,1.59,-2.63,,,0.34,0.01,0.35,,,,-1.43,1,Cohen+2013,COH13,0.01,VMP,,,6.14,6.15,-2.29,-2.28,,,-4.06,,,
HE 2200-2030,HE 2200-2030,22:03:02.5404,-20:15:58.515,330.7606,-20.27,5870,3.42,0.95,-2.0,,,0.06,0.0,0.06,,0.03,,-0.09,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.49,6.49,-1.94,-1.94,-1.97,,-2.09,,0.12,
HE 2201-0637,HE 2201-0637,22:03:44.7430,-06:22:41.558,330.9364,-6.38,4976,2.21,1.87,-2.59,,,0.1,0.01,0.11,,0.0,,-0.72,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.94,5.95,-2.4899999999999998,-2.48,-2.59,,-3.3099999999999996,,0.72,
HE 2202-4831,HE 2202-4831,22:06:06.0002,-48:16:53.008,331.525,-48.28,5331,2.95,1.25,-2.78,,,2.41,0.02,2.43,,,,-1.28,1,Yong+2013a,YON13a,0.02,VMP,,NO,8.06,8.08,-0.36999999999999966,-0.34999999999999964,,,-4.06,,,
HE 2203-3723,HE 2203-3723,22:06:30.1748,-37:09:12.576,331.6257,-37.15,5118,2.2,1.93,-3.3,,,1.0,0.01,1.01,,,,-0.24,1,Cohen+2013,COH13,0.01,EMP,,NO,6.13,6.14,-2.3,-2.29,,,-3.54,,,
HE 2204-1703,HE 2204-1703,22:07:11.9019,-16:49:10.606,331.7996,-16.82,4932,1.87,2.2,-2.79,,,0.17,0.11,0.28,,-0.43,,-0.8,1,Barklem+2005b,BAR05b,0.11,VMP,,,5.81,5.92,-2.62,-2.51,-3.22,,-3.59,,0.37000000000000005,
HE 2206-2245,HE 2206-2245,22:09:09.4304,-22:30:16.235,332.2893,-22.5,5100,2.45,1.68,-2.73,,,0.17,0.01,0.18,,0.05,,-0.16,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.87,5.88,-2.56,-2.55,-2.68,,-2.89,,0.21000000000000002,
HE 2215-2548,HE 2215-2548,22:17:58.6422,-25:33:22.328,334.4943,-25.56,5035,2.1,2.0,-3.01,,,0.18,0.01,0.19,,,,-0.95,1,Cohen+2013,COH13,0.01,EMP,,,5.6,5.61,-2.8299999999999996,-2.82,,,-3.96,,,
HE 2216-0621,HE 2216-0621,22:18:45.9394,-06:06:50.206,334.6914,-6.11,4671,1.27,2.7,-3.23,,,-0.7,0.62,-0.08,,-0.39,,-1.31,1,Barklem+2005b,BAR05b,0.62,EMP,,,4.5,5.12,-3.9299999999999997,-3.31,-3.62,,-4.54,,0.92,
HE 2217-0706,HE 2217-0706,22:20:17.9990,-06:51:16.544,335.075,-6.85,4497,1.01,2.9,-2.58,,,-0.59,0.75,0.16,,-0.09,,-0.61,1,Barklem+2005b,BAR05b,0.75,VMP,,,5.26,6.01,-3.17,-2.42,-2.67,,-3.19,,0.52,
HE 2217-1523,HE 2217-1523,22:20:33.7282,-15:08:34.754,335.1405,-15.14,4847,1.82,2.22,-2.62,,,0.0,0.17,0.17,,-0.05,,-0.57,1,Barklem+2005b,BAR05b,0.17,VMP,,,5.81,5.98,-2.62,-2.45,-2.67,,-3.19,,0.5199999999999999,
HE 2219-0713,HE 2219-0713,22:22:15.7725,-06:58:34.483,335.5657,-6.98,4789,1.68,2.34,-2.92,,,-0.21,0.25,0.04,,-0.22,,-1.41,1,Barklem+2005b,BAR05b,0.25,VMP,,,5.3,5.55,-3.13,-2.88,-3.14,,-4.33,,1.19,
HE 2221-4150,HE 2221-4150,22:24:47.2899,-41:35:38.785,336.197,-41.59,5887,4.06,0.32,-2.03,,,0.19,0.0,0.19,,0.12,,0.04,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.59,6.59,-1.8399999999999999,-1.8399999999999999,-1.9099999999999997,,-1.9899999999999998,,0.07999999999999999,
HE 2222-4156,HE 2222-4156,22:25:28.6511,-41:40:57.727,336.3694,-41.68,5537,3.27,1.0,-2.73,,,0.38,0.0,0.38,,0.16,,-0.21,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.08,6.08,-2.35,-2.35,-2.57,,-2.94,,0.37,
HE 2224+0143,HE 2224+0143,22:27:23.1215,+01:58:33.066,336.8463,1.98,5198,2.66,1.5,-2.58,,,0.31,0.01,0.32,,0.33,,0.53,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.16,6.17,-2.27,-2.2600000000000002,-2.25,,-2.05,,-0.2,
HE 2224-4103,HE 2224-4103,22:27:48.2870,-40:48:24.826,336.9512,-40.81,5074,2.32,1.8,-2.6,,,0.19,0.01,0.2,,-0.0,,-0.62,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.02,6.03,-2.41,-2.4,-2.6,,-3.22,,0.62,
HE 2226-4102,HE 2226-4102,22:29:04.3010,-40:46:52.453,337.2679,-40.78,5140,2.43,1.71,-2.87,,,0.42,0.01,0.43,,0.05,,-1.05,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.98,5.99,-2.45,-2.44,-2.8200000000000003,,-3.92,,1.1,
HE 2228-3806,HE 2228-3806,22:31:02.5783,-37:50:40.609,337.7607,-37.84,5175,2.62,1.53,-3.07,,,0.38,0.01,0.39,,-0.09,,-0.62,1,Barklem+2005b,BAR05b,0.01,EMP,,,5.74,5.75,-2.69,-2.6799999999999997,-3.1599999999999997,,-3.69,,0.53,
HE 2229-4153,HE 2229-4153,22:32:49.0491,-41:38:25.162,338.2044,-41.64,5138,2.47,1.67,-2.59,,,0.33,0.01,0.34,,0.19,,-0.33,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.17,6.18,-2.26,-2.25,-2.4,,-2.92,,0.52,
HE 2231-0622,HE 2231-0622,22:34:20.0967,-06:06:30.611,338.5837,-6.11,5211,2.9,1.26,-2.12,,,-0.12,0.01,-0.11,,-0.4,,-0.51,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.19,6.2,-2.24,-2.23,-2.52,,-2.63,,0.10999999999999999,
HE 2233-4724,HE 2233-4724,22:35:59.2821,-47:08:36.552,338.997,-47.14,4360,0.4,3.45,-3.65,,,-0.48,0.7,0.22,,-0.77,,-1.13,1,Placco+2014a,PLA14a,0.7,EMP,,,4.3,5.0,-4.13,-3.4299999999999997,-4.42,,-4.779999999999999,,0.3599999999999999,
HE 2234-0521,HE 2234-0521,22:36:37.7204,-05:06:05.288,339.1572,-5.1,5332,3.15,1.05,-2.78,,,0.32,0.01,0.33,,-0.2,,-0.89,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.97,5.98,-2.46,-2.4499999999999997,-2.98,,-3.67,,0.69,
HE 2236+0204,UCAC4 462-125965,22:39:23.4155,+02:19:48.683,339.8476,2.33,5036,2.1,2.0,-2.86,,,0.22,0.01,0.23,,,,-0.05,1,Cohen+2013,COH13,0.01,VMP,,,5.79,5.8,-2.6399999999999997,-2.63,,,-2.9099999999999997,,,
HE 2238-0131,HE 2238-0131,22:40:38.1173,-01:16:15.945,340.1588,-1.27,4350,0.15,3.7,-3.0,,,-0.42,0.75,0.33,,,,-0.46,1,Hollek+2011,HOLj11,0.75,EMP,,,5.01,5.76,-3.42,-2.67,,,-3.46,,,
HE 2238-2152,HE 2238-2152,22:41:10.3055,-21:36:19.931,340.2929,-21.61,5427,3.28,0.95,-2.4,,,0.09,0.0,0.09,,-0.19,,-0.42,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.12,6.12,-2.31,-2.31,-2.59,,-2.82,,0.22999999999999998,
HE 2242-1930,HE 2242-1930,22:45:17.2009,-19:14:51.758,341.3217,-19.25,5281,2.99,1.2,-2.21,,,0.05,0.01,0.06,,0.06,,-0.15,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.27,6.28,-2.16,-2.15,-2.15,,-2.36,,0.21,
HE 2244-1503,HE 2244-1503,22:47:25.8324,-14:47:30.211,341.8576,-14.79,5122,2.57,1.56,-2.87,,,0.11,0.01,0.12,,-0.1,,0.4,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.67,5.68,-2.7600000000000002,-2.75,-2.97,,-2.47,,-0.5,
HE 2244-2116,UCAC4 345-203570,22:46:50.70,-21:00:43.0,341.7112,-21.01,5230,2.7,1.47,-2.35,,,-0.35,0.01,-0.34,,,,-1.92,1,Cohen+2013,COH13,0.01,VMP,,,5.73,5.74,-2.7,-2.69,,,-4.27,,,
HE 2247-3705,HE 2247-3705,22:50:29.5053,-36:49:16.398,342.6229,-36.82,5366,3.04,1.17,-2.26,,,0.32,0.01,0.33,,-0.23,,-0.88,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.49,6.5,-1.9399999999999997,-1.9299999999999997,-2.4899999999999998,,-3.1399999999999997,,0.65,
HE 2247-7400,2MASS J22511940-7344236,22:51:19.4227,-73:44:23.703,342.8309,-73.74,4829,1.56,2.47,-2.87,,,0.7,0.32,1.02,,,,-0.94,1,Yong+2013a,YON13a,0.32,VMP,,NO,6.26,6.58,-2.17,-1.85,,,-3.81,,,
HE 2250-2132,HE 2250-2132,22:53:40.4804,-21:16:23.967,343.4187,-21.27,5705,3.69,0.63,-2.22,,,0.37,0.0,0.37,,0.1,,-0.36,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.58,6.58,-1.85,-1.85,-2.12,,-2.58,,0.45999999999999996,
HE 2251-0821,UCAC4 410-143653,22:54:08.1996,-08:05:45.022,343.5342,-8.1,5160,2.5,1.65,-2.91,,,0.57,0.01,0.58,,,,-0.49,1,Cohen+2013,COH13,0.01,VMP,,,6.09,6.1,-2.3400000000000003,-2.33,,,-3.4000000000000004,,,
HE 2252-4225,HE 2252-4225,22:54:58.5673,-42:09:19.386,343.744,-42.16,4708,1.53,2.46,-2.82,,,-0.43,0.43,0.0,,0.16,,0.4,1,Barklem+2005b,BAR05b,0.43,VMP,,,5.18,5.61,-3.25,-2.82,-2.6599999999999997,,-2.42,,-0.24000000000000002,
HE 2253-0849,TYC 5813-540-1,22:55:43.0268,-08:33:27.911,343.9293,-8.56,4425,0.2,3.68,-2.88,,,-0.77,0.76,-0.01,,,,-0.38,1,Hollek+2011,HOLj11,0.76,VMP,,,4.78,5.54,-3.65,-2.8899999999999997,,,-3.26,,,
HE 2258-3456,HE 2258-3456,23:00:59.7658,-34:40:41.791,345.249,-34.68,4988,1.55,2.54,-2.97,,,-0.24,0.39,0.15,,-0.93,,-1.2,1,Barklem+2005b,BAR05b,0.39,VMP,,,5.22,5.61,-3.21,-2.8200000000000003,-3.9000000000000004,,-4.17,,0.2699999999999999,
HE 2301-4024,HE 2301-4024,23:04:14.0215,-40:08:20.248,346.0584,-40.14,5743,3.76,0.57,-2.1,,,0.26,0.0,0.26,,0.1,,0.44,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.59,6.59,-1.84,-1.84,-2.0,,-1.6600000000000001,,-0.33999999999999997,
HE 2301-4126,HE 2301-4126,23:03:50.1691,-41:10:26.235,345.959,-41.17,5841,3.66,0.7,-2.37,,,0.35,0.0,0.35,,0.03,,0.06,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.41,6.41,-2.02,-2.02,-2.3400000000000003,,-2.31,,-0.03,
HE 2302-2154a,HE 2302-2154,23:05:25.3322,-21:38:06.876,346.3556,-21.64,4675,0.9,3.08,-3.9,,,0.38,0.7,1.08,,,,-1.5,1,Hollek+2011,HOLj11,0.7,EMP,,NO,4.91,5.61,-3.52,-2.82,,,-5.4,,,
HE 2311+0129,HE 2311+0129,23:14:21.3832,+01:45:24.248,348.5891,1.76,5188,2.65,1.51,-2.78,,,0.29,0.01,0.3,,0.2,,-0.24,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.94,5.95,-2.4899999999999998,-2.48,-2.5799999999999996,,-3.0199999999999996,,0.44,
HE 2314-1554,HE 2314-1554,23:17:01.1312,-15:37:49.498,349.2547,-15.63,5050,2.2,1.91,-3.28,,2.2,1.01,0.01,1.02,,0.16,,-0.77,1,Cohen+2013,COH13,0.01,EMP,,NO,6.16,6.17,-2.2699999999999996,-2.26,-3.1199999999999997,,-4.05,,0.93,
HE 2319-0852,HE 2319-0852,23:22:17.3266,-08:36:16.940,350.5722,-8.6,4724,1.36,2.63,-3.38,,,-0.36,0.52,0.16,,-0.43,,-1.04,1,Barklem+2005b,BAR05b,0.52,EMP,,,4.69,5.21,-3.7399999999999998,-3.2199999999999998,-3.81,,-4.42,,0.6100000000000001,
HE 2323-0256,HE 2323-0256,23:26:29.8073,-02:39:58.036,351.6242,-2.67,4958,1.84,2.24,-3.97,,2.16,1.06,0.04,1.1,,,,-0.52,1,Yong+2013a,YON13a,0.04,EMP,,NO,5.52,5.56,-2.91,-2.87,,,-4.49,,,
HE 2323-6549,HE 2323-6549,23:26:14.4880,-65:33:06.626,351.5604,-65.55,5215,2.6,1.56,-3.35,,0.42,0.72,0.01,0.73,,0.03,,-0.58,1,Placco+2014a,PLA14a,0.01,EMP,,NO,5.8,5.81,-2.63,-2.62,-3.3200000000000003,,-3.93,,0.61,
HE 2325-0755,HE 2325-0755,23:27:59.6166,-07:39:13.493,351.9984,-7.65,5665,3.17,1.14,-2.85,,,0.17,0.0,0.17,,-0.14,,-0.62,1,Barklem+2005b,BAR05b,0.0,VMP,,,5.75,5.75,-2.68,-2.68,-2.99,,-3.47,,0.48,
HE 2326+0038,HE 2326+0038,23:28:56.9640,+00:54:36.185,352.2373,0.91,5145,2.51,1.63,-2.78,,,0.19,0.01,0.2,,-0.35,,-0.71,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.84,5.85,-2.59,-2.5799999999999996,-3.13,,-3.4899999999999998,,0.36,
HE 2327-5642,HE 2327-5642,23:30:37.0896,-56:26:14.385,352.6545,-56.44,5050,2.34,1.77,-2.78,,-0.2,0.13,0.01,0.14,,0.4,,0.31,1,Masseron+2010,MAS10,0.01,VMP,,,5.78,5.79,-2.65,-2.6399999999999997,-2.38,,-2.4699999999999998,,0.09000000000000002,
HE 2329-3702,HE 2329-3702,23:32:18.1523,-36:45:58.003,353.0756,-36.77,6060,3.72,0.71,-2.15,,,0.11,0.0,0.11,,0.24,,-0.19,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.39,6.39,-2.04,-2.04,-1.91,,-2.34,,0.43,
HE 2333-1358,HE 2333-1358,23:35:48.5220,-13:41:30.706,353.9522,-13.69,5020,2.15,1.95,-3.34,,,0.29,0.01,0.3,,-1.77,,,1,Barklem+2005b,BAR05b,0.01,EMP,,,5.38,5.39,-3.05,-3.04,-5.109999999999999,,,,,
HE 2335-5958,HE 2335-5958b,23:38:19.2848,-59:42:05.110,354.5804,-59.7,5765,3.24,1.1,-2.32,,,0.04,0.0,0.04,,0.05,,-0.37,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.15,6.15,-2.28,-2.28,-2.27,,-2.69,,0.42,
HE 2338-1311,HE 2338-1311,23:41:08.3631,-12:55:09.709,355.2848,-12.92,5582,3.5,0.78,-2.86,,,0.3,0.0,0.3,,,,,1,Barklem+2005b,BAR05b,0.0,VMP,,,5.87,5.87,-2.56,-2.56,,,,,,
HE 2338-1618,HE 2338-1618,23:40:36.3944,-16:01:26.775,355.1516,-16.02,5515,3.38,0.88,-2.64,,,0.43,0.0,0.43,,-0.12,,,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.22,6.22,-2.21,-2.21,-2.7600000000000002,,,,,
HE 2341-2029,UCAC4 349-192663,23:44:19.6466,-20:13:19.752,356.0819,-20.22,6500,4.4,0.15,-2.53,,1.1,1.05,0.0,1.05,,-0.01,,-0.42,1,Cohen+2013,COH13,0.0,VMP,,NO,6.95,6.95,-1.4799999999999998,-1.4799999999999998,-2.5399999999999996,,-2.9499999999999997,,0.41,
HE 2345-1919,HE 2345-1919,23:47:55.5253,-19:02:37.605,356.9814,-19.04,5617,4.46,-0.17,-2.46,,,0.2,0.0,0.2,,-0.18,,-0.51,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.17,6.17,-2.26,-2.26,-2.64,,-2.9699999999999998,,0.33,
HE 2347-1334,HE 2347-1334,23:50:26.8260,-13:17:39.092,357.6118,-13.29,4453,0.95,2.94,-2.56,,,-0.54,0.75,0.21,,-0.11,,-0.83,1,Barklem+2005b,BAR05b,0.75,VMP,,,5.33,6.08,-3.1,-2.35,-2.67,,-3.39,,0.72,
HE 2347-1448,HE 2347-1448,23:49:58.3467,-14:32:15.606,357.4931,-14.54,6162,3.98,0.47,-2.31,,,0.46,0.0,0.46,,0.18,,-0.21,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.58,6.58,-1.85,-1.85,-2.13,,-2.52,,0.39,
HE 2356-0410,HE 2356-0410,23:59:13.1419,-03:53:48.220,359.8048,-3.9,5170,2.45,1.7,-3.19,,1.75,2.27,0.02,2.29,,-0.9,,-0.8,1,Yong+2013a,YON13a,0.02,EMP,,NO,7.51,7.53,-0.9199999999999999,-0.8999999999999999,-4.09,,-3.99,,-0.09999999999999998,
HE 2357-0701,HE 2357-0701,00:00:04.5075,-06:45:07.200,0.0188,-6.75,5142,2.4,1.74,-3.17,,0.87,0.26,0.01,0.27,,,,-1.34,1,Cohen+2013,COH13,0.01,EMP,,,5.52,5.53,-2.91,-2.9,,,-4.51,,,
LP 815-43,LP  815-43,20:38:13.2998,-20:26:10.850,309.5554,-20.44,6533,4.25,0.31,-2.67,,,0.22,0.0,0.22,,-0.01,,,1,Akerman+2004,AKE04,0.0,VMP,,,5.98,5.98,-2.4499999999999997,-2.4499999999999997,-2.6799999999999997,,,,,
SDSS J0018-09,SDSS J001820.51-093939.2,00:18:20.5090,-09:39:39.110,4.5855,-9.66,4600,5.0,-1.05,-2.65,,,-0.88,0.0,-0.88,,,,,1,Aoki+2013a,AOK13a,0.0,VMP,,,4.9,4.9,-3.53,-3.53,,,,,,
SDSS J0036-10,2MASS J00360218-1043362,00:36:02.1765,-10:43:36.333,9.0091,-10.73,6479,4.31,0.23,-2.6,,,2.32,0.0,2.32,,,,0.4,1,Yong+2013a,YON13a,0.0,VMP,,CE,8.15,8.15,-0.28000000000000025,-0.28000000000000025,,,-2.2,,,
SDSS J0140+23,SDSS J014036.21+234458.1,01:40:36.2207,+23:44:58.206,25.1509,23.75,5703,3.36,0.96,-4.09,,,1.57,0.0,1.57,,,-0.04,,1,Yong+2013a,YON13a,0.0,UMP,,NO,5.91,5.91,-2.5199999999999996,-2.5199999999999996,,,,-4.13,,
SDSS J0259+00,[CR2000b] 18062,02:59:56.4233,+00:57:13.484,44.9851,0.95,4550,5.0,-1.07,-3.31,,,-0.02,0.0,-0.02,,,,,1,Aoki+2013a,AOK13a,0.0,EMP,,,5.1,5.1,-3.33,-3.33,,,,,,
SDSS J0308+05,2MASS J03083924+0505351,03:08:39.2556,+05:05:35.121,47.1636,5.09,5950,4.0,0.39,-2.19,,,2.36,0.0,2.36,,,,,1,Aoki+2013a,AOK13a,0.0,VMP,,CE,8.6,8.6,0.16999999999999993,0.16999999999999993,,,,,,
SDSS J0351+10,2MASS J03511125+1026432,03:51:11.2607,+10:26:43.148,57.7969,10.45,5450,3.6,0.64,-3.18,,,1.55,0.0,1.55,,,,,1,Aoki+2013a,AOK13a,0.0,EMP,,NO,6.8,6.8,-1.6300000000000001,-1.6300000000000001,,,,,,
SDSS J0629+83,SDSS J062947.45+830328.5,06:29:47.4523,+83:03:28.664,97.4477,83.06,5550,4.0,0.27,-2.82,,,2.09,0.0,2.09,,,,,1,Aoki+2013a,AOK13a,0.0,VMP,,CE,7.7,7.7,-0.73,-0.73,,,,,,
SDSS J0723+36,SDSS J072352.20+363757.2,07:23:52.2116,+36:37:57.220,110.9675,36.63,5150,2.2,1.94,-3.32,,,1.79,0.02,1.81,,,,,1,Aoki+2013a,AOK13a,0.02,EMP,,NO,6.9,6.92,-1.5299999999999998,-1.5099999999999998,,,,,,
SDSS J0741+67,SDSS J074104.19+670802.0,07:41:04.2222,+67:08:01.776,115.2676,67.13,5200,2.5,1.66,-2.87,,,0.74,0.01,0.75,,,,0.26,1,Aoki+2013a,AOK13a,0.01,VMP,,CE,6.3,6.31,-2.13,-2.12,,,-2.6100000000000003,,,
SDSS J0858+35,SDSS J085833.35+354127.3,08:58:33.3495,+35:41:27.320,134.639,35.69,5200,2.5,1.66,-2.53,,,0.3,0.01,0.31,,,,-0.02,1,Aoki+2013a,AOK13a,0.01,VMP,,,6.2,6.21,-2.23,-2.2199999999999998,,,-2.55,,,
SDSS J1241-08,SDSS J124123.92-083725.4,12:41:23.9249,-08:37:25.435,190.3497,-8.62,5150,2.5,1.64,-2.73,,,0.5,0.01,0.51,,,,-0.45,1,Aoki+2013a,AOK13a,0.01,VMP,,,6.2,6.21,-2.23,-2.2199999999999998,,,-3.18,,,
SDSS J1242-03,SDSS J124204.42-033618.0,12:42:04.4267,-03:36:18.062,190.5184,-3.61,5150,2.5,1.64,-2.77,,,0.64,0.01,0.65,,,,-0.11,1,Aoki+2013a,AOK13a,0.01,VMP,,,6.3,6.31,-2.13,-2.12,,,-2.88,,,
SDSS J1422+00,SDSS J142237.43+003105.2,14:22:37.4316,+00:31:05.282,215.656,0.52,5200,2.2,1.96,-3.03,,,1.7,0.01,1.71,,,,-1.18,1,Aoki+2013a,AOK13a,0.01,EMP,,NO,7.1,7.11,-1.3299999999999998,-1.3199999999999998,,,-4.21,,,
SDSS J1612+04,SDSS J161226.17+042146.6,16:12:26.1799,+04:21:46.630,243.1091,4.36,5350,3.3,0.91,-2.86,,,0.63,0.0,0.63,,,,0.05,1,Aoki+2013a,AOK13a,0.0,VMP,,,6.2,6.2,-2.23,-2.23,,,-2.81,,,
SDSS J1613+53,SDSS J161313.51+530909.6,16:13:13.5241,+53:09:09.693,243.3064,53.15,5350,2.1,2.11,-3.33,,,2.09,0.02,2.11,,,,0.03,1,Aoki+2013a,AOK13a,0.02,EMP,,CE,7.19,7.21,-1.2400000000000002,-1.2200000000000002,,,-3.3000000000000003,,,
SDSS J1703+28,2MASS J17033961+2836505,17:03:39.6056,+28:36:50.490,255.915,28.61,5100,4.8,-0.67,-3.21,,,0.28,0.0,0.28,,,,,1,Aoki+2013a,AOK13a,0.0,EMP,,,5.5,5.5,-2.9299999999999997,-2.9299999999999997,,,,,,
SDSS J1746+24,SDSS J174624.12+245548.7,17:46:24.1295,+24:55:48.764,266.6005,24.93,5350,2.6,1.61,-3.17,,,1.24,0.01,1.25,,,,0.26,1,Aoki+2013a,AOK13a,0.01,EMP,,CE,6.5,6.51,-1.93,-1.92,,,-2.91,,,
SDSS J2206-09,SDSS J220646.20-092545.7,22:06:46.2048,-09:25:45.747,331.6925,-9.43,5100,2.1,2.03,-3.17,,,0.64,0.01,0.65,,,,-0.85,1,Aoki+2013a,AOK13a,0.01,EMP,,,5.9,5.91,-2.53,-2.52,,,-4.02,,,
SDSS J2209-00,SDSS J220924.74-002859.8,22:09:24.7445,-00:28:59.826,332.3531,-0.48,6440,4.0,0.53,-4.0,,,2.56,0.0,2.56,,,1.05,,1,Spite+2013,SPI13,0.0,UMP,,NO,6.99,6.99,-1.44,-1.44,,,,-2.95,,
