#pigs01
 OSMARC05 T4524.0:g1.08:z-2.80:a+0.40:he0.0 TAU_5000 Tvtvt= 2.50/H=-2.80
ALL abundances NOT listed below differ from solar by  -2.80 dex

Abundance Results for Species Fe I         (input abundance =   4.700)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5753.122   26.00000   4.260  -0.688    48.50    -5.074     5.657    0.062
  5775.081   26.00000   4.220  -1.298    21.30    -5.433     5.694    0.099
  5956.694   26.00000   0.859  -4.605    99.40    -4.778     5.553   -0.042
  6003.011   26.00000   3.882  -1.120    47.30    -5.104     5.542   -0.053
  6024.058   26.00000   4.549  -0.120    50.10    -5.080     5.466   -0.129
  6027.051   26.00000   4.076  -1.089    38.90    -5.190     5.626    0.031
  6065.482   26.00000   2.609  -1.530   127.80    -4.676     5.424   -0.171
  6078.491   26.00000   4.796  -0.321    24.00    -5.404     5.510   -0.085
  6082.710   26.00000   2.223  -3.573    26.00    -5.369     5.377   -0.218
  6136.615   26.00000   2.453  -1.400   153.90    -4.601     5.469   -0.126
  6137.691   26.00000   2.588  -1.403   162.70    -4.577     5.805    0.210
  6151.617   26.00000   2.176  -3.299    83.90    -4.865     5.893    0.298
  6173.334   26.00000   2.223  -2.880    88.90    -4.842     5.609    0.014
  6180.203   26.00000   2.728  -2.586    38.00    -5.211     5.288   -0.307
  6191.558   26.00000   2.433  -1.417   155.70    -4.600     5.466   -0.129
  6200.312   26.00000   2.609  -2.437    80.50    -4.887     5.581   -0.014
  6213.429   26.00000   2.223  -2.482   120.40    -4.713     5.674    0.079
  6219.280   26.00000   2.198  -2.433   101.90    -4.786     5.307   -0.288
  6229.226   26.00000   2.845  -2.805    32.10    -5.288     5.559   -0.036
  6230.722   26.00000   2.559  -1.281   174.30    -4.553     5.787    0.192
  6240.646   26.00000   2.223  -3.233    40.80    -5.185     5.282   -0.313
  6246.318   26.00000   3.603  -0.733   108.80    -4.759     5.687    0.092
  6252.555   26.00000   2.404  -1.687   134.70    -4.667     5.348   -0.247
  6290.965   26.00000   4.733  -0.774    32.00    -5.294     6.034    0.439
  6297.792   26.00000   2.223  -2.740    66.30    -4.978     5.142   -0.453
  6301.500   26.00000   3.654  -0.718   108.50    -4.764     5.726    0.131
  6302.494   26.00000   3.686  -0.973    61.90    -5.008     5.316   -0.279
  6322.685   26.00000   2.588  -2.426    71.20    -4.948     5.396   -0.199
  6335.330   26.00000   2.198  -2.177   119.70    -4.724     5.289   -0.306
  6344.148   26.00000   2.433  -2.923    69.60    -4.960     5.652    0.057
  6355.028   26.00000   2.845  -2.350    54.20    -5.069     5.440   -0.155
  6380.743   26.00000   4.186  -1.376    41.60    -5.186     6.076    0.481
  6393.601   26.00000   2.433  -1.432   162.20    -4.596     5.527   -0.068
  6400.000   26.00000   3.603  -0.290   132.30    -4.685     5.592   -0.003
  6408.018   26.00000   3.686  -1.018    59.60    -5.031     5.317   -0.278
  6411.648   26.00000   3.654  -0.595    90.80    -4.849     5.306   -0.289
  6419.949   26.00000   4.733  -0.240    25.90    -5.394     5.362   -0.233
  6421.350   26.00000   2.279  -2.027   159.30    -4.605     5.840    0.245
  6430.845   26.00000   2.176  -2.006   149.50    -4.634     5.521   -0.074
  6494.980   26.00000   2.404  -1.273   162.40    -4.602     5.301   -0.294
  6498.938   26.00000   0.958  -4.699    63.60    -5.009     5.256   -0.339
  6518.366   26.00000   2.832  -2.460    74.80    -4.940     5.796    0.201
  6574.227   26.00000   0.990  -5.023    43.60    -5.178     5.359   -0.237
  6581.209   26.00000   1.485  -4.679    28.80    -5.359     5.471   -0.124
  6592.913   26.00000   2.728  -1.473   133.00    -4.695     5.499   -0.096
  6593.870   26.00000   2.433  -2.422   122.80    -4.730     5.873    0.278
  6609.110   26.00000   2.559  -2.692    86.80    -4.882     5.803    0.208
  6677.985   26.00000   2.692  -1.418   149.60    -4.650     5.629    0.034
  6750.151   26.00000   2.424  -2.621   100.20    -4.828     5.709    0.114
  6978.851   26.00000   2.484  -2.500    67.20    -5.016     5.204   -0.391
average abundance =  5.595     std. deviation =  0.255     #lines = 113
E.P. correlation:  slope =   0.008  intercept =   5.575  corr. coeff. =   0.036
R.W. correlation:  slope =   0.177  intercept =   6.434  corr. coeff. =   0.202
wav. correl.:  slope =  -5.840D-05  intercept =   5.922  corr. coeff. =  -0.170

Abundance Results for Species Fe II        (input abundance =   5.420)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4178.854   26.10000   2.583  -2.500   125.40    -4.523     6.576    0.511
  4491.397   26.10000   2.856  -2.700    72.00    -4.795     5.736   -0.330
  4555.887   26.10000   2.828  -2.160   129.30    -4.547     6.393    0.327
  4620.513   26.10000   2.828  -3.240    61.00    -4.879     5.960   -0.106
  5197.567   26.10000   3.230  -2.100   111.70    -4.668     6.225    0.159
  5234.623   26.10000   3.221  -2.230   109.90    -4.678     6.295    0.229
  5264.802   26.10000   3.230  -3.120    49.50    -5.027     6.013   -0.053
  5325.552   26.10000   3.221  -3.120    50.20    -5.026     6.007   -0.058
  5414.070   26.10000   3.221  -3.540    50.60    -5.029     6.425    0.359
  5425.249   26.10000   3.199  -3.160    66.80    -4.910     6.311    0.245
  5534.838   26.10000   3.245  -2.730    56.20    -4.993     5.735   -0.330
  5991.371   26.10000   3.153  -3.540    24.80    -5.383     5.766   -0.300
  6238.386   26.10000   3.889  -2.754    25.40    -5.390     5.902   -0.163
  6247.557   26.10000   3.892  -2.310    54.20    -5.062     6.051   -0.015
  6432.676   26.10000   2.891  -3.520    37.90    -5.230     5.666   -0.400
  6456.379   26.10000   3.903  -2.100    51.10    -5.102     5.783   -0.282
  6516.077   26.10000   2.891  -3.320    85.90    -4.880     6.272    0.206
average abundance =  6.066     std. deviation =  0.282     #lines =  17
 No statistics done for E.P. trends
R.W. correlation:  slope =   0.739  intercept =   9.725  corr. coeff. =   0.672
wav. correl.:  slope =  -1.604D-04  intercept =   6.944  corr. coeff. =  -0.423

Abundance Results for Species Li I         (input abundance =  -1.030)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  6707.764    3.00000   0.000  -0.036    33.30    -5.304     0.589    0.000
average abundance =  0.589     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Na I         (input abundance =   4.160)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5889.951   11.00000   0.000   0.108   282.80    -4.319     4.079   -0.101
  5895.924   11.00000   0.000  -0.194   272.10    -4.336     4.281    0.101
average abundance =  4.180     std. deviation =  0.142     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Mg I         (input abundance =   5.520)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5183.604   12.00000   2.717  -0.239   489.80    -4.025     5.985   -0.081
  5528.405   12.00000   4.346  -0.498   175.90    -4.497     6.441    0.374
  5711.088   12.00000   4.346  -1.724    47.50    -5.080     5.772   -0.294
average abundance =  6.066     std. deviation =  0.341     #lines =   3
E.P. correlation:  slope =   0.074  intercept =   5.783  corr. coeff. =   0.205
R.W. correlation:  slope =   0.238  intercept =   7.145  corr. coeff. =   0.368
wav. correl.:  slope =  -1.800D-04  intercept =   7.051  corr. coeff. =  -0.141

Abundance Results for Species K  I         (input abundance =   2.950)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  7664.899   19.00000   0.000   0.149   151.30    -4.705     3.341    0.046
  7698.964   19.00000   0.000  -0.154   120.30    -4.806     3.249   -0.046
average abundance =  3.295     std. deviation =  0.065     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ca I         (input abundance =   4.260)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5349.465   20.00000   2.709  -0.310    70.60    -4.880     4.648   -0.048
  5581.965   20.00000   2.523  -0.555    89.50    -4.795     4.896    0.201
  5588.749   20.00000   2.526   0.358   136.80    -4.611     4.754    0.059
  5590.114   20.00000   2.521  -0.571    73.80    -4.879     4.666   -0.029
  5601.277   20.00000   2.526  -0.523    87.80    -4.805     4.835    0.139
  6102.723   20.00000   1.879  -0.793   123.40    -4.694     4.662   -0.033
  6122.217   20.00000   1.886  -0.316   147.00    -4.620     4.539   -0.157
  6161.297   20.00000   2.523  -1.266    36.90    -5.223     4.743    0.048
  6162.173   20.00000   1.899  -0.090   204.60    -4.479     5.105    0.409
  6169.042   20.00000   2.523  -0.797    44.70    -5.140     4.401   -0.294
  6169.563   20.00000   2.526  -0.478    94.60    -4.814     4.803    0.108
  6439.075   20.00000   2.526   0.390   150.30    -4.632     4.721    0.025
  6455.598   20.00000   2.523  -1.340    36.40    -5.249     4.783    0.088
  6499.650   20.00000   2.523  -0.818    43.10    -5.178     4.370   -0.326
  6717.681   20.00000   2.709  -0.524    56.80    -5.073     4.505   -0.191
average abundance =  4.695     std. deviation =  0.191     #lines =  15
 No statistics done for E.P. trends
R.W. correlation:  slope =   0.390  intercept =   6.596  corr. coeff. =   0.506
wav. correl.:  slope =  -1.478D-04  intercept =   5.589  corr. coeff. =  -0.318

Abundance Results for Species Sc II        (input abundance =   1.070)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4670.407   21.10000   1.357  -0.576   120.60    -4.588     2.134    0.000
average abundance =  2.134     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ti I         (input abundance =   2.870)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5173.743   22.00000   0.000  -1.060   193.60    -4.427     3.992    0.000
average abundance =  3.992     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ti II        (input abundance =   2.870)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5336.786   22.10000   1.582  -1.600   170.80    -4.495     4.491    0.000
average abundance =  4.491     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Cr I         (input abundance =   3.560)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5345.796   24.00000   1.004  -0.896   160.20    -4.523     3.879    0.021
  5409.784   24.00000   1.030  -0.670   170.30    -4.502     3.838   -0.021
average abundance =  3.859     std. deviation =  0.030     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Mn I         (input abundance =   3.350)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4754.040   25.00000   2.282  -0.088    85.90    -4.743     3.021    0.000
average abundance =  3.021     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ni I         (input abundance =   4.140)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  6482.798   28.00000   1.935  -2.630    45.00    -5.159     4.126   -0.087
  6643.630   28.00000   1.676  -2.220   124.10    -4.729     4.427    0.214
  6767.772   28.00000   1.826  -2.140    91.70    -4.868     4.087   -0.127
average abundance =  4.213     std. deviation =  0.186     #lines =   3
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Zn I         (input abundance =   2.480)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4810.528   30.00000   4.078  -0.137    55.40    -4.939     2.799    0.000
average abundance =  2.799     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ba II        (input abundance =   0.100)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4554.029   56.10000   0.000   0.170   260.80    -4.242     0.722    0.074
  5853.668   56.10000   0.604  -1.000   131.50    -4.649     0.640   -0.009
  6141.713   56.10000   0.704  -0.076   175.80    -4.543     0.504   -0.145
  6496.897   56.10000   0.604  -0.377   188.30    -4.538     0.728    0.080
average abundance =  0.648     std. deviation =  0.105     #lines =   4
 No statistics done for E.P. trends
 No statistics done for R.W. trends
wav. correl.:  slope =  -4.004D-05  intercept =   0.879  corr. coeff. =  -0.324


==================================================================================================


#pigs03
 OSMARC05 T4416.0:g0.88:z-2.75:a+0.40:he0.0 TAU_5000 Tvt= 2.00 M/H=-2.75

Abundance Results for Species Fe I         (input abundance =   4.750)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3902.945   26.00000   1.557  -0.466   146.90    -4.424     4.637   -0.172
  3949.953   26.00000   2.176  -1.251    64.30    -4.788     4.490   -0.319
  3997.392   26.00000   2.728  -0.479    82.20    -4.687     4.851    0.042
  4005.242   26.00000   1.557  -0.610   145.30    -4.440     4.659   -0.149
  4021.866   26.00000   2.759  -0.729    74.80    -4.731     4.959    0.150
  4032.627   26.00000   1.485  -2.377    80.40    -4.700     4.936    0.127
  4062.441   26.00000   2.845  -0.862    59.60    -4.834     4.832    0.023
  4063.594   26.00000   1.557   0.062   180.80    -4.352     4.454   -0.355
  4067.978   26.00000   3.211  -0.472    37.20    -5.039     4.429   -0.380
  4071.738   26.00000   1.608  -0.022   165.20    -4.392     4.402   -0.406
  4076.629   26.00000   3.211  -0.529    58.20    -4.845     4.941    0.132
  4114.445   26.00000   2.832  -1.303    42.90    -4.982     4.864    0.055
  4132.058   26.00000   1.608  -0.675   141.20    -4.466     4.606   -0.203
  4132.899   26.00000   2.845  -1.006    47.10    -4.943     4.664   -0.144
  4134.677   26.00000   2.832  -0.649    72.80    -4.754     4.846    0.038
  4136.998   26.00000   3.415  -0.453    21.20    -5.290     4.262   -0.546
  4147.668   26.00000   1.485  -2.104   105.80    -4.593     5.112    0.303
  4153.899   26.00000   3.397  -0.321    54.70    -4.880     4.854    0.045
  4154.805   26.00000   3.368  -0.400    67.80    -4.787     5.185    0.376
  4156.799   26.00000   2.832  -0.809    78.40    -4.724     5.115    0.306
  4174.913   26.00000   0.915  -2.969   110.20    -4.578     5.218    0.409
  4175.636   26.00000   2.845  -0.827    58.40    -4.854     4.702   -0.107
  4176.566   26.00000   3.368  -0.805    29.10    -5.157     4.740   -0.069
  4181.754   26.00000   2.832  -0.371    79.50    -4.721     4.680   -0.129
  4182.382   26.00000   3.017  -1.180    21.40    -5.291     4.466   -0.342
  4184.892   26.00000   2.832  -0.869    47.10    -4.949     4.483   -0.326
  4187.039   26.00000   2.450  -0.548   100.70    -4.619     4.792   -0.017
  4187.795   26.00000   2.425  -0.554   106.20    -4.596     4.878    0.069
  4202.029   26.00000   1.485  -0.708   167.00    -4.401     4.853    0.045
  4216.184   26.00000   0.000  -3.356   143.40    -4.468     4.964    0.156
  4217.545   26.00000   3.430  -0.484    30.10    -5.146     4.503   -0.305
  4222.213   26.00000   2.450  -0.967    75.30    -4.749     4.639   -0.169
  4227.426   26.00000   3.332   0.266    99.70    -4.627     5.130    0.321
  4233.603   26.00000   2.482  -0.604   101.70    -4.619     4.880    0.072
